i,r,etype,SO2,NOx,CO2,N2O,CH4
coal-new,p36073,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p22031,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p06019,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p13105,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p01005,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37017,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48111,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p17167,process,0.184214381,0.737781453,1.01540288,1.133786848,0.989486704
coal-new,p40035,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p47035,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p26137,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p19161,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p49015,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p53019,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p30109,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p35027,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p40021,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p27173,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48231,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48335,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48499,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p40113,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p37039,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p26107,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21195,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p12067,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37035,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21025,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48075,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p29181,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p17179,process,0.184214381,0.737781453,1.01540288,1.133786848,0.989486704
coal-new,p48243,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p51678,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p05135,process,0.219109617,0.733350333,1.015740048,1.133786848,0.989486704
coal-new,p08069,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p37177,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27131,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p29219,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p21227,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p22017,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p46121,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p19127,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p40141,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p37113,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p54063,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18155,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21105,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p01061,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p17099,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p19055,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p20127,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p19051,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p16015,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p55081,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p37143,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p12047,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18035,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p12075,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p28045,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13315,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p22081,process,0.219109617,0.733350333,1.015740048,1.133786848,0.989486704
coal-new,p47093,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p23017,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p29095,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p13281,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p28129,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p16075,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p16079,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p37095,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p19067,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p21145,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21225,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p46125,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p47029,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p47067,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p47071,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p45067,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p22117,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p29207,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13093,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27145,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p31155,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p27141,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p46035,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p47025,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48337,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48049,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p55101,process,0.184214381,0.737781453,1.01540288,1.133786848,0.989486704
coal-new,p55115,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p19009,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48207,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p40083,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p36065,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p08065,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p40121,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p54017,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p54105,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p33003,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p54095,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27079,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p53017,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p36009,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p55027,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p19105,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p20007,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p29169,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p01045,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p20109,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p06039,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p29075,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p31009,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p49009,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p56031,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p37071,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p35019,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p30037,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p37101,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p06085,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p45019,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p53005,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p29001,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p39043,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p17183,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p29189,process,0.219109617,0.733350333,1.015740048,1.133786848,0.989486704
coal-new,p17007,process,0.184214381,0.737781453,1.01540288,1.133786848,0.989486704
coal-new,p06103,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p55025,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p48151,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p22085,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p17137,process,0.219109617,0.733350333,1.015740048,1.133786848,0.989486704
coal-new,p13235,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37015,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37167,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p47143,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37079,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21131,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p24039,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p17123,process,0.184214381,0.737781453,1.01540288,1.133786848,0.989486704
coal-new,p21143,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48095,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48081,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p47133,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p26063,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p26069,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13069,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13299,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p38037,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p22051,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p22103,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p19083,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p22023,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p39027,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27137,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p39093,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p19015,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48373,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p31051,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p24025,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p45037,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51001,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p55015,process,0.219109617,0.733350333,1.015740048,1.133786848,0.989486704
coal-new,p21121,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p26067,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37129,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p47131,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21035,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51003,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p47147,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51043,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p53023,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p21109,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27031,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p45073,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p22033,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p28021,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p24037,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p26081,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37147,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p30009,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p31167,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p13001,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p19099,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p28153,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48101,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p51081,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p12105,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48503,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p01123,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p33015,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p08105,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p19149,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p36123,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p53033,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p41017,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p19155,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p29229,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
