i,r,etype,SO2,NOx,CO2,N2O,CH4
coal-new,p06115,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p01117,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p08091,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p35009,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p40149,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p37135,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18131,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p26019,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p36029,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p24031,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51685,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51013,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51035,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p29183,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p06069,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p24035,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p20013,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p13031,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21071,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p30007,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p13309,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37049,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p29087,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48295,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p41009,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p45041,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p38061,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p49053,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p30003,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p42047,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p31165,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p28031,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18013,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18019,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21021,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21065,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48087,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48089,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p17063,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27081,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p13109,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48497,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p13307,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13169,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13135,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p55095,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p55045,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p36079,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51700,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p08011,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p40065,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p30089,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48173,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p05047,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p40093,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p47125,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p53051,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p38055,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p41027,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p19197,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p48419,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p29055,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p51017,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27111,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p22075,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p28115,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p22067,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21029,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p01047,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48093,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p30053,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p27021,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p08007,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p28163,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p55087,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p29107,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p37195,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p39117,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p30039,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p38031,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p05033,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p48053,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p29186,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48179,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p17109,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p19137,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p05067,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48229,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p22079,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p31111,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48067,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p47079,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51840,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37061,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37087,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27037,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p41025,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p55001,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p29045,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p21015,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21229,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p22009,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p28137,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p29227,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p31163,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p46021,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p46063,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p26057,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p19175,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p17127,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p31113,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p31121,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p31161,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p21039,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p56025,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p13321,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18109,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48139,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p13229,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18053,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p12035,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p28077,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p22127,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p17073,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p41041,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p23031,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p46029,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p13231,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13259,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p34025,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p05021,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p05045,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p40041,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p19107,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p17061,process,0.219109617,0.733350333,1.015740048,1.133786848,0.989486704
coal-new,p27075,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p13285,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p06023,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p47043,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27003,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p46009,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p47059,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51183,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18141,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p38067,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p46007,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p22115,process,0.219109617,0.733350333,1.015740048,1.133786848,0.989486704
coal-new,p23019,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p24041,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13257,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p06065,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p05005,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p28007,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p19169,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p20011,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p51049,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p45085,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p54109,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p06029,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p48097,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p45075,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p55119,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p27099,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p27101,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p44007,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p29161,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p28117,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21235,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18149,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48491,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p19131,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p13107,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p22025,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p42025,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p31133,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p47171,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p45083,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p55073,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p32007,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p54007,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p26165,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48079,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p42013,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p29085,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p29009,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p27123,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p05081,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p32019,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p12071,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p41033,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p28113,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p47031,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p16059,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p21183,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p31153,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p13071,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27167,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p17157,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p23011,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51173,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p35041,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p42111,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51191,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37081,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p16001,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p40039,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p39101,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p17149,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p17203,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13245,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p01107,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p40045,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p17145,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p19075,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p08107,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p34035,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p06011,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p17087,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p08053,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p16031,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p27059,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p42049,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p28029,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48467,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p51161,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51015,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p49031,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p21161,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27009,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48129,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p12005,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p01077,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18045,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p17173,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p17051,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p39127,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51590,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13011,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13305,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p40109,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p40069,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p37099,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p49043,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p29167,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p32015,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p19191,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p21023,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p55037,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p54087,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27159,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p51670,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p17201,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p04007,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p24045,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21043,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37097,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51083,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37091,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p36057,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27113,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p53073,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p41021,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p34029,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p05009,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p40031,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48253,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48185,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p26049,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p22007,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p28013,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p28041,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p30017,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p46109,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p17141,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p38077,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p55005,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p55051,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p27157,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p06015,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p40127,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p53007,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p26141,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p40027,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p36105,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37149,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37165,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37085,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p37105,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18159,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p20027,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p40145,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p30083,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p05003,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p05041,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p47135,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27163,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p51740,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p42051,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p54023,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p51171,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48235,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p29025,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p12107,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p18025,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p29111,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p31075,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p16071,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p17139,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p21107,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p16035,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p21013,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p27035,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p04009,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
coal-new,p05123,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p13101,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p20105,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p20183,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p12065,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p28005,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p05097,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p26025,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p01029,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p08123,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p40009,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p06049,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p19153,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p13179,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p48349,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p48047,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p47187,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p56021,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p53003,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p27155,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p17017,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
coal-new,p13247,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p42067,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p42083,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
coal-new,p40049,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p31021,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
coal-new,p35045,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
