r,East_North_Central,East_South_Central,Mid_Atlantic,Mountain,New_England,Pacific,South_Atlantic,West_North_Central,West_South_Central
p28049,0.012,0.505,0.0,0.0,0.0,0.0,0.07,0.028,0.385
p28051,0.026,0.548,0.0,0.0,0.0,0.0,0.059,0.058,0.308
p28053,0.023,0.509,0.0,0.0,0.0,0.0,0.046,0.054,0.368
p28055,0.015,0.464,0.0,0.0,0.0,0.0,0.04,0.036,0.445
p28057,0.064,0.548,0.001,0.0,0.0,0.0,0.104,0.116,0.166
p28059,0.003,0.439,0.0,0.0,0.0,0.0,0.223,0.006,0.329
p28061,0.012,0.561,0.0,0.0,0.0,0.0,0.167,0.025,0.236
p28063,0.007,0.49,0.0,0.0,0.0,0.0,0.056,0.017,0.428
p28065,0.008,0.517,0.0,0.0,0.0,0.0,0.125,0.017,0.334
p28067,0.008,0.513,0.0,0.0,0.0,0.0,0.176,0.017,0.285
p28069,0.023,0.629,0.001,0.0,0.0,0.0,0.141,0.047,0.16
p28071,0.063,0.488,0.001,0.0,0.0,0.0,0.049,0.134,0.265
p28073,0.005,0.463,0.0,0.0,0.0,0.0,0.143,0.011,0.377
p28075,0.017,0.605,0.0,0.0,0.0,0.0,0.171,0.034,0.172
p28077,0.007,0.525,0.0,0.0,0.0,0.0,0.108,0.017,0.343
p28079,0.022,0.585,0.0,0.0,0.0,0.0,0.098,0.047,0.248
p28081,0.065,0.534,0.001,0.0,0.0,0.0,0.084,0.124,0.191
p28083,0.033,0.517,0.0,0.0,0.0,0.0,0.04,0.077,0.332
p28085,0.007,0.533,0.0,0.0,0.0,0.0,0.09,0.017,0.353
p28087,0.04,0.632,0.001,0.0,0.0,0.0,0.102,0.077,0.148
p28089,0.018,0.546,0.0,0.0,0.0,0.0,0.078,0.04,0.317
p28091,0.005,0.469,0.0,0.0,0.0,0.0,0.12,0.012,0.393
p28093,0.076,0.433,0.001,0.0,0.0,0.0,0.045,0.164,0.28
p28095,0.052,0.589,0.001,0.0,0.0,0.0,0.098,0.098,0.162
p28097,0.038,0.574,0.0,0.0,0.0,0.0,0.059,0.081,0.248
p28099,0.023,0.607,0.0,0.0,0.0,0.0,0.118,0.047,0.204
p28101,0.017,0.595,0.0,0.0,0.0,0.0,0.144,0.035,0.208
p28103,0.031,0.645,0.001,0.0,0.0,0.0,0.114,0.062,0.148
p28105,0.039,0.622,0.001,0.0,0.0,0.0,0.082,0.079,0.178
p28107,0.057,0.46,0.001,0.0,0.0,0.0,0.035,0.128,0.318
p28109,0.004,0.452,0.0,0.0,0.0,0.0,0.137,0.008,0.4
p28111,0.005,0.48,0.0,0.0,0.0,0.0,0.203,0.011,0.301
p28113,0.005,0.478,0.0,0.0,0.0,0.0,0.087,0.011,0.418
p28115,0.062,0.526,0.001,0.0,0.0,0.0,0.067,0.125,0.219
p28117,0.077,0.502,0.001,0.0,0.0,0.0,0.091,0.14,0.188
p28119,0.049,0.447,0.0,0.0,0.0,0.0,0.028,0.115,0.361
p28121,0.014,0.547,0.0,0.0,0.0,0.0,0.098,0.03,0.311
p28123,0.016,0.574,0.0,0.0,0.0,0.0,0.116,0.035,0.258
p28125,0.017,0.482,0.0,0.0,0.0,0.0,0.043,0.042,0.415
p28127,0.011,0.562,0.0,0.0,0.0,0.0,0.116,0.023,0.288
p28129,0.012,0.566,0.0,0.0,0.0,0.0,0.14,0.025,0.256
p28131,0.004,0.476,0.0,0.0,0.0,0.0,0.192,0.008,0.32
p28133,0.031,0.487,0.0,0.0,0.0,0.0,0.033,0.075,0.373
p28135,0.044,0.494,0.0,0.0,0.0,0.0,0.031,0.1,0.33
p28137,0.066,0.424,0.001,0.0,0.0,0.0,0.034,0.148,0.327
p28139,0.083,0.464,0.001,0.0,0.0,0.0,0.068,0.16,0.224
p28141,0.081,0.503,0.002,0.0,0.0,0.0,0.108,0.138,0.168
p28143,0.058,0.399,0.0,0.0,0.0,0.0,0.025,0.14,0.377
p28145,0.071,0.494,0.001,0.0,0.0,0.0,0.067,0.142,0.225
p28147,0.005,0.466,0.0,0.0,0.0,0.0,0.102,0.011,0.416
p28149,0.011,0.46,0.0,0.0,0.0,0.0,0.049,0.027,0.452
p28151,0.022,0.459,0.0,0.0,0.0,0.0,0.031,0.054,0.433
p28153,0.008,0.517,0.0,0.0,0.0,0.0,0.225,0.017,0.233
p28155,0.043,0.585,0.001,0.0,0.0,0.0,0.061,0.09,0.221
p28157,0.005,0.495,0.0,0.0,0.0,0.0,0.052,0.011,0.437
p28159,0.03,0.621,0.001,0.0,0.0,0.0,0.099,0.062,0.187
p28161,0.05,0.512,0.001,0.0,0.0,0.0,0.043,0.11,0.283
p28163,0.018,0.522,0.0,0.0,0.0,0.0,0.059,0.043,0.357
p29001,0.332,0.028,0.001,0.004,0.0,0.0,0.002,0.594,0.038
p29003,0.13,0.017,0.0,0.016,0.0,0.0,0.001,0.762,0.073
p29005,0.1,0.011,0.0,0.024,0.0,0.0,0.001,0.81,0.055
p29007,0.338,0.059,0.001,0.002,0.0,0.0,0.004,0.532,0.063
p29009,0.05,0.048,0.0,0.005,0.0,0.0,0.004,0.483,0.41
p29011,0.056,0.034,0.0,0.008,0.0,0.0,0.003,0.544,0.356
p29013,0.087,0.033,0.0,0.009,0.0,0.0,0.002,0.635,0.234
p29015,0.136,0.052,0.001,0.005,0.0,0.0,0.004,0.624,0.178
p29017,0.258,0.204,0.001,0.0,0.0,0.0,0.015,0.342,0.179
p29019,0.27,0.059,0.001,0.003,0.0,0.0,0.004,0.58,0.082
p29021,0.123,0.019,0.0,0.015,0.0,0.0,0.001,0.748,0.093
p29023,0.175,0.202,0.001,0.0,0.0,0.0,0.016,0.329,0.277
p29025,0.178,0.025,0.001,0.009,0.0,0.0,0.002,0.701,0.085
p29027,0.279,0.072,0.001,0.002,0.0,0.0,0.005,0.552,0.088
p29029,0.155,0.07,0.001,0.004,0.0,0.0,0.005,0.588,0.177
p29031,0.287,0.221,0.002,0.0,0.0,0.0,0.016,0.321,0.153
p29033,0.207,0.033,0.001,0.007,0.0,0.0,0.002,0.661,0.089
p29035,0.164,0.166,0.001,0.001,0.0,0.0,0.013,0.384,0.272
p29037,0.107,0.03,0.0,0.01,0.0,0.0,0.002,0.669,0.182
p29039,0.081,0.045,0.0,0.006,0.0,0.0,0.003,0.58,0.285
p29041,0.262,0.037,0.001,0.005,0.0,0.0,0.003,0.622,0.071
p29043,0.079,0.065,0.0,0.004,0.0,0.0,0.005,0.501,0.346
p29045,0.434,0.029,0.001,0.002,0.0,0.0,0.003,0.507,0.024
p29047,0.135,0.024,0.0,0.011,0.0,0.0,0.002,0.712,0.116
p29049,0.146,0.022,0.0,0.012,0.0,0.0,0.002,0.724,0.094
p29051,0.224,0.073,0.001,0.003,0.0,0.0,0.005,0.575,0.119
p29053,0.216,0.054,0.001,0.004,0.0,0.0,0.004,0.615,0.106
p29055,0.265,0.116,0.001,0.001,0.0,0.0,0.009,0.462,0.145
p29057,0.073,0.046,0.0,0.006,0.0,0.0,0.004,0.553,0.32
p29059,0.123,0.068,0.001,0.004,0.0,0.0,0.005,0.572,0.227
p29061,0.188,0.022,0.001,0.009,0.0,0.0,0.002,0.711,0.068
p29063,0.154,0.02,0.0,0.012,0.0,0.0,0.001,0.736,0.076
p29065,0.21,0.119,0.001,0.001,0.0,0.0,0.009,0.464,0.195
p29067,0.099,0.089,0.0,0.002,0.0,0.0,0.007,0.469,0.334
p29069,0.145,0.239,0.001,0.0,0.0,0.0,0.019,0.298,0.298
p29071,0.314,0.107,0.001,0.001,0.0,0.0,0.008,0.465,0.104
p29073,0.279,0.095,0.001,0.002,0.0,0.0,0.007,0.506,0.111
p29075,0.159,0.017,0.0,0.013,0.0,0.0,0.001,0.749,0.06
p29077,0.088,0.061,0.0,0.004,0.0,0.0,0.005,0.542,0.299
p29079,0.228,0.024,0.001,0.007,0.0,0.0,0.002,0.683,0.055
p29081,0.192,0.019,0.001,0.01,0.0,0.0,0.001,0.726,0.051
p29083,0.118,0.041,0.0,0.007,0.0,0.0,0.003,0.636,0.196
p29085,0.116,0.057,0.0,0.005,0.0,0.0,0.004,0.603,0.215
p29087,0.109,0.014,0.0,0.02,0.0,0.0,0.001,0.787,0.069
p29089,0.257,0.048,0.001,0.004,0.0,0.0,0.004,0.604,0.083
p29091,0.106,0.116,0.001,0.001,0.0,0.0,0.009,0.425,0.342
p29093,0.243,0.155,0.001,0.001,0.0,0.0,0.012,0.409,0.179
p29095,0.126,0.027,0.0,0.011,0.0,0.0,0.002,0.692,0.142
p29097,0.048,0.033,0.0,0.007,0.0,0.0,0.003,0.505,0.404
p29099,0.365,0.124,0.002,0.001,0.0,0.0,0.009,0.4,0.101
p29101,0.142,0.037,0.0,0.007,0.0,0.0,0.003,0.656,0.155
p29103,0.386,0.031,0.001,0.003,0.0,0.0,0.003,0.543,0.033
p29105,0.146,0.082,0.001,0.003,0.0,0.0,0.006,0.543,0.219
p29107,0.164,0.034,0.001,0.008,0.0,0.0,0.003,0.668,0.124
p29109,0.064,0.048,0.0,0.005,0.0,0.0,0.004,0.536,0.343
p29111,0.439,0.034,0.001,0.002,0.0,0.0,0.003,0.492,0.029
p29113,0.399,0.076,0.002,0.001,0.0,0.0,0.006,0.456,0.061
p29115,0.266,0.03,0.001,0.005,0.0,0.0,0.002,0.638,0.058
p29117,0.22,0.028,0.001,0.007,0.0,0.0,0.002,0.673,0.07
p29119,0.038,0.037,0.0,0.006,0.0,0.0,0.003,0.481,0.435
p29121,0.323,0.035,0.001,0.004,0.0,0.0,0.003,0.586,0.049
p29123,0.255,0.181,0.001,0.001,0.0,0.0,0.014,0.375,0.174
p29125,0.224,0.092,0.001,0.002,0.0,0.0,0.007,0.53,0.144
p29127,0.435,0.04,0.001,0.002,0.0,0.0,0.003,0.483,0.036
p29129,0.23,0.02,0.001,0.008,0.0,0.0,0.002,0.696,0.045
p29131,0.188,0.076,0.001,0.003,0.0,0.0,0.006,0.576,0.15
p29133,0.253,0.27,0.001,0.0,0.0,0.0,0.023,0.287,0.166
p29135,0.21,0.064,0.001,0.003,0.0,0.0,0.005,0.604,0.113
p29137,0.362,0.047,0.001,0.002,0.0,0.0,0.004,0.533,0.051
p29139,0.333,0.075,0.001,0.002,0.0,0.0,0.006,0.508,0.075
p29141,0.172,0.061,0.001,0.004,0.0,0.0,0.005,0.617,0.141
p29143,0.199,0.273,0.001,0.0,0.0,0.0,0.021,0.288,0.217
p29145,0.043,0.035,0.0,0.007,0.0,0.0,0.003,0.492,0.421
p29147,0.129,0.014,0.0,0.017,0.0,0.0,0.001,0.783,0.056
p29149,0.122,0.14,0.001,0.001,0.0,0.0,0.011,0.389,0.336
p29151,0.253,0.085,0.001,0.002,0.0,0.0,0.006,0.537,0.115
p29153,0.081,0.089,0.0,0.002,0.0,0.0,0.007,0.434,0.386
p29155,0.151,0.281,0.001,0.0,0.0,0.0,0.022,0.295,0.25
p29157,0.314,0.192,0.002,0.0,0.0,0.0,0.014,0.346,0.132
p29159,0.173,0.046,0.001,0.005,0.0,0.0,0.003,0.636,0.136
p29161,0.217,0.102,0.001,0.002,0.0,0.0,0.008,0.501,0.17
p29163,0.417,0.06,0.001,0.001,0.0,0.0,0.005,0.465,0.05
p29165,0.117,0.021,0.0,0.014,0.0,0.0,0.002,0.733,0.113
p29167,0.101,0.058,0.0,0.005,0.0,0.0,0.004,0.58,0.252
p29169,0.182,0.09,0.001,0.002,0.0,0.0,0.007,0.53,0.188
p29171,0.284,0.022,0.001,0.005,0.0,0.0,0.002,0.649,0.037
p29173,0.411,0.05,0.001,0.002,0.0,0.0,0.004,0.487,0.045
p29175,0.304,0.044,0.001,0.003,0.0,0.0,0.003,0.583,0.062
p29177,0.165,0.028,0.0,0.009,0.0,0.0,0.002,0.69,0.105
p29179,0.207,0.152,0.001,0.001,0.0,0.0,0.012,0.416,0.211
p29181,0.146,0.171,0.001,0.001,0.0,0.0,0.013,0.354,0.314
p29183,0.395,0.093,0.002,0.001,0.0,0.0,0.007,0.43,0.072
p29185,0.096,0.045,0.0,0.006,0.0,0.0,0.003,0.61,0.239
p29186,0.331,0.16,0.002,0.001,0.0,0.0,0.012,0.371,0.124
p29187,0.301,0.155,0.001,0.001,0.0,0.0,0.011,0.391,0.14
p29189,0.374,0.109,0.002,0.001,0.0,0.0,0.008,0.426,0.08
p29195,0.213,0.041,0.001,0.005,0.0,0.0,0.003,0.637,0.1
p29197,0.339,0.025,0.001,0.004,0.0,0.0,0.002,0.598,0.031
p29199,0.383,0.027,0.001,0.003,0.0,0.0,0.003,0.557,0.027
p29201,0.269,0.24,0.001,0.0,0.0,0.0,0.019,0.298,0.173
p29203,0.161,0.139,0.001,0.001,0.0,0.0,0.011,0.431,0.257
p29205,0.38,0.039,0.001,0.003,0.0,0.0,0.003,0.535,0.04
p29207,0.218,0.227,0.001,0.0,0.0,0.0,0.017,0.309,0.228
p29209,0.06,0.057,0.0,0.004,0.0,0.0,0.004,0.48,0.395
p29211,0.275,0.025,0.001,0.005,0.0,0.0,0.002,0.646,0.046
p29213,0.066,0.068,0.0,0.003,0.0,0.0,0.005,0.455,0.402
p29215,0.153,0.11,0.001,0.002,0.0,0.0,0.008,0.476,0.251
p29217,0.066,0.034,0.0,0.008,0.0,0.0,0.003,0.591,0.298
p29219,0.351,0.087,0.001,0.001,0.0,0.0,0.006,0.473,0.08
p29221,0.299,0.131,0.001,0.001,0.0,0.0,0.01,0.424,0.135
p29223,0.21,0.187,0.001,0.001,0.0,0.0,0.014,0.362,0.224
p29225,0.108,0.075,0.0,0.003,0.0,0.0,0.006,0.524,0.284
p29227,0.159,0.015,0.0,0.013,0.0,0.0,0.001,0.761,0.049
p29229,0.125,0.09,0.001,0.002,0.0,0.0,0.007,0.501,0.274
p29510,0.393,0.111,0.002,0.001,0.0,0.0,0.009,0.408,0.076
p30001,0.0,0.0,0.0,0.848,0.0,0.141,0.0,0.011,0.0
p30003,0.001,0.0,0.0,0.835,0.0,0.01,0.0,0.154,0.001
p30005,0.0,0.0,0.0,0.889,0.0,0.021,0.0,0.09,0.0
p30007,0.0,0.0,0.0,0.9,0.0,0.075,0.0,0.025,0.0
p30009,0.0,0.0,0.0,0.899,0.0,0.023,0.0,0.077,0.001
p30011,0.002,0.0,0.0,0.558,0.0,0.002,0.0,0.438,0.001
p30013,0.0,0.0,0.0,0.91,0.0,0.061,0.0,0.028,0.0
p30015,0.0,0.0,0.0,0.914,0.0,0.041,0.0,0.045,0.0
p30017,0.001,0.0,0.0,0.673,0.0,0.003,0.0,0.322,0.0
p30019,0.001,0.0,0.0,0.664,0.0,0.003,0.0,0.332,0.0
p30021,0.002,0.0,0.0,0.598,0.0,0.002,0.0,0.398,0.0
p30023,0.0,0.0,0.0,0.835,0.0,0.154,0.0,0.011,0.0
p30025,0.002,0.0,0.0,0.543,0.0,0.002,0.0,0.453,0.0
p30027,0.0,0.0,0.0,0.901,0.0,0.022,0.0,0.077,0.0
p30029,0.0,0.0,0.0,0.795,0.0,0.197,0.0,0.008,0.0
p30031,0.0,0.0,0.0,0.904,0.0,0.068,0.0,0.028,0.0
p30033,0.001,0.0,0.0,0.796,0.0,0.007,0.0,0.196,0.0
p30035,0.0,0.0,0.0,0.855,0.0,0.132,0.0,0.014,0.0
p30037,0.0,0.0,0.0,0.899,0.0,0.025,0.0,0.076,0.0
p30039,0.0,0.0,0.0,0.823,0.0,0.168,0.0,0.009,0.0
p30041,0.0,0.0,0.0,0.909,0.0,0.037,0.0,0.055,0.0
p30043,0.0,0.0,0.0,0.881,0.0,0.101,0.0,0.018,0.0
p30045,0.0,0.0,0.0,0.915,0.0,0.037,0.0,0.047,0.0
p30047,0.0,0.0,0.0,0.796,0.0,0.197,0.0,0.007,0.0
p30049,0.0,0.0,0.0,0.887,0.0,0.097,0.0,0.017,0.0
p30051,0.0,0.0,0.0,0.908,0.0,0.056,0.0,0.036,0.0
p30053,0.0,0.0,0.0,0.678,0.0,0.318,0.0,0.003,0.0
p30055,0.001,0.0,0.0,0.693,0.0,0.003,0.0,0.303,0.0
p30057,0.0,0.0,0.0,0.887,0.0,0.094,0.0,0.018,0.0
p30059,0.0,0.0,0.0,0.911,0.0,0.055,0.0,0.034,0.0
p30061,0.0,0.0,0.0,0.723,0.0,0.273,0.0,0.004,0.0
p30063,0.0,0.0,0.0,0.81,0.0,0.183,0.0,0.007,0.0
p30065,0.0,0.0,0.0,0.875,0.0,0.016,0.0,0.108,0.0
p30067,0.0,0.0,0.0,0.912,0.0,0.05,0.0,0.038,0.0
p30069,0.0,0.0,0.0,0.868,0.0,0.014,0.0,0.117,0.0
p30071,0.0,0.0,0.0,0.848,0.0,0.012,0.0,0.139,0.0
p30073,0.0,0.0,0.0,0.887,0.0,0.094,0.0,0.019,0.0
p30075,0.001,0.0,0.0,0.682,0.0,0.003,0.0,0.312,0.001
p30077,0.0,0.0,0.0,0.865,0.0,0.123,0.0,0.012,0.0
p30079,0.001,0.0,0.0,0.651,0.0,0.003,0.0,0.344,0.0
p30081,0.0,0.0,0.0,0.764,0.0,0.23,0.0,0.006,0.0
p30083,0.002,0.0,0.0,0.559,0.0,0.002,0.0,0.438,0.0
p30085,0.001,0.0,0.0,0.609,0.0,0.002,0.0,0.387,0.0
p30087,0.001,0.0,0.0,0.779,0.0,0.007,0.0,0.213,0.0
p30089,0.0,0.0,0.0,0.709,0.0,0.287,0.0,0.004,0.0
p30091,0.001,0.0,0.0,0.551,0.0,0.002,0.0,0.446,0.0
p30093,0.0,0.0,0.0,0.855,0.0,0.132,0.0,0.013,0.0
p30095,0.0,0.0,0.0,0.905,0.0,0.029,0.0,0.066,0.0
p30097,0.0,0.0,0.0,0.91,0.0,0.038,0.0,0.051,0.0
p30099,0.0,0.0,0.0,0.888,0.0,0.093,0.0,0.019,0.0
p30101,0.0,0.0,0.0,0.898,0.0,0.076,0.0,0.026,0.0
p30103,0.001,0.0,0.0,0.818,0.0,0.009,0.0,0.172,0.0
p30105,0.001,0.0,0.0,0.767,0.0,0.006,0.0,0.226,0.0
p30107,0.0,0.0,0.0,0.91,0.0,0.034,0.0,0.056,0.0
p30109,0.002,0.0,0.0,0.522,0.0,0.001,0.0,0.474,0.0
p30111,0.0,0.0,0.0,0.872,0.0,0.016,0.0,0.111,0.0
p31001,0.019,0.003,0.0,0.122,0.0,0.0,0.0,0.805,0.051
p31003,0.03,0.002,0.0,0.089,0.0,0.0,0.0,0.864,0.015
p31005,0.003,0.0,0.0,0.374,0.0,0.0,0.0,0.606,0.017
p31007,0.001,0.0,0.0,0.448,0.0,0.001,0.0,0.536,0.015
p31009,0.011,0.001,0.0,0.208,0.0,0.0,0.0,0.764,0.016
p31011,0.024,0.002,0.0,0.098,0.0,0.0,0.0,0.855,0.021
p31013,0.002,0.0,0.0,0.372,0.0,0.0,0.0,0.614,0.01
p31015,0.031,0.001,0.0,0.09,0.0,0.0,0.0,0.87,0.008
p31017,0.014,0.001,0.0,0.167,0.0,0.0,0.0,0.807,0.011
p31019,0.014,0.002,0.0,0.163,0.0,0.0,0.0,0.784,0.038
p31021,0.055,0.004,0.0,0.041,0.0,0.0,0.0,0.88,0.019
p31023,0.04,0.004,0.0,0.064,0.0,0.0,0.0,0.861,0.031
p31025,0.068,0.007,0.0,0.037,0.0,0.0,0.0,0.847,0.039
p31027,0.053,0.002,0.0,0.054,0.0,0.0,0.0,0.88,0.011
p31029,0.002,0.0,0.0,0.437,0.0,0.0,0.0,0.527,0.033
p31031,0.008,0.0,0.0,0.209,0.0,0.0,0.0,0.773,0.01
p31033,0.001,0.0,0.0,0.448,0.0,0.0,0.0,0.531,0.019
p31035,0.025,0.003,0.0,0.098,0.0,0.0,0.0,0.822,0.052
p31037,0.039,0.003,0.0,0.062,0.0,0.0,0.0,0.871,0.024
p31039,0.044,0.003,0.0,0.051,0.0,0.0,0.0,0.883,0.019
p31041,0.009,0.001,0.0,0.213,0.0,0.0,0.0,0.753,0.024
p31043,0.062,0.003,0.0,0.041,0.0,0.0,0.0,0.881,0.013
p31045,0.003,0.0,0.0,0.381,0.0,0.001,0.0,0.609,0.007
p31047,0.009,0.001,0.0,0.225,0.0,0.0,0.0,0.731,0.035
p31049,0.002,0.0,0.0,0.468,0.0,0.0,0.0,0.51,0.02
p31051,0.058,0.002,0.0,0.046,0.0,0.0,0.0,0.881,0.012
p31053,0.049,0.004,0.0,0.049,0.0,0.0,0.0,0.873,0.024
p31055,0.066,0.006,0.0,0.038,0.0,0.0,0.0,0.86,0.029
p31057,0.002,0.0,0.0,0.431,0.0,0.0,0.0,0.523,0.043
p31059,0.032,0.004,0.0,0.078,0.0,0.0,0.0,0.833,0.052
p31061,0.015,0.002,0.0,0.147,0.0,0.0,0.0,0.772,0.064
p31063,0.006,0.001,0.0,0.279,0.0,0.0,0.0,0.672,0.042
p31065,0.008,0.001,0.0,0.225,0.0,0.0,0.0,0.707,0.058
p31067,0.052,0.007,0.0,0.047,0.0,0.0,0.001,0.829,0.064
p31069,0.003,0.0,0.0,0.374,0.0,0.0,0.0,0.607,0.016
p31071,0.017,0.001,0.0,0.142,0.0,0.0,0.0,0.822,0.017
p31073,0.009,0.001,0.0,0.222,0.0,0.0,0.0,0.722,0.046
p31075,0.004,0.0,0.0,0.318,0.0,0.0,0.0,0.664,0.014
p31077,0.018,0.002,0.0,0.124,0.0,0.0,0.0,0.833,0.023
p31079,0.019,0.002,0.0,0.125,0.0,0.0,0.0,0.815,0.039
p31081,0.025,0.003,0.0,0.099,0.0,0.0,0.0,0.833,0.04
p31083,0.011,0.002,0.0,0.181,0.0,0.0,0.0,0.745,0.062
p31085,0.004,0.001,0.0,0.356,0.0,0.0,0.0,0.602,0.038
p31087,0.004,0.001,0.0,0.349,0.0,0.0,0.0,0.598,0.049
p31089,0.025,0.001,0.0,0.109,0.0,0.0,0.0,0.852,0.012
p31091,0.006,0.0,0.0,0.29,0.0,0.0,0.0,0.689,0.014
p31093,0.019,0.002,0.0,0.127,0.0,0.0,0.0,0.822,0.03
p31095,0.041,0.006,0.0,0.06,0.0,0.0,0.0,0.825,0.068
p31097,0.065,0.008,0.0,0.038,0.0,0.0,0.001,0.83,0.058
p31099,0.015,0.002,0.0,0.15,0.0,0.0,0.0,0.783,0.05
p31101,0.003,0.0,0.0,0.426,0.0,0.0,0.0,0.551,0.02
p31103,0.019,0.001,0.0,0.125,0.0,0.0,0.0,0.847,0.008
p31105,0.001,0.0,0.0,0.452,0.0,0.0,0.0,0.527,0.019
p31107,0.041,0.001,0.0,0.071,0.0,0.0,0.0,0.876,0.01
p31109,0.052,0.006,0.0,0.05,0.0,0.0,0.0,0.848,0.043
p31111,0.005,0.001,0.0,0.323,0.0,0.0,0.0,0.645,0.027
p31113,0.007,0.001,0.0,0.274,0.0,0.0,0.0,0.699,0.019
p31115,0.014,0.001,0.0,0.171,0.0,0.0,0.0,0.797,0.017
p31117,0.005,0.0,0.0,0.327,0.0,0.0,0.0,0.649,0.018
p31119,0.032,0.002,0.0,0.076,0.0,0.0,0.0,0.871,0.018
p31121,0.024,0.003,0.0,0.101,0.0,0.0,0.0,0.84,0.032
p31123,0.002,0.0,0.0,0.361,0.0,0.0,0.0,0.621,0.015
p31125,0.025,0.002,0.0,0.098,0.0,0.0,0.0,0.848,0.027
p31127,0.081,0.009,0.0,0.03,0.0,0.0,0.001,0.821,0.057
p31129,0.025,0.004,0.0,0.095,0.0,0.0,0.0,0.809,0.067
p31131,0.07,0.008,0.0,0.036,0.0,0.0,0.001,0.838,0.048
p31133,0.065,0.009,0.0,0.037,0.0,0.0,0.001,0.818,0.07
p31135,0.002,0.0,0.0,0.434,0.0,0.0,0.0,0.537,0.026
p31137,0.011,0.002,0.0,0.186,0.0,0.0,0.0,0.754,0.048
p31139,0.039,0.002,0.0,0.07,0.0,0.0,0.0,0.875,0.014
p31141,0.031,0.003,0.0,0.077,0.0,0.0,0.0,0.865,0.024
p31143,0.032,0.003,0.0,0.08,0.0,0.0,0.0,0.853,0.032
p31145,0.005,0.001,0.0,0.283,0.0,0.0,0.0,0.656,0.054
p31147,0.085,0.011,0.0,0.027,0.0,0.0,0.001,0.806,0.069
p31149,0.018,0.001,0.0,0.143,0.0,0.0,0.0,0.827,0.012
p31151,0.041,0.005,0.0,0.062,0.0,0.0,0.0,0.839,0.053
p31153,0.068,0.006,0.0,0.037,0.0,0.0,0.0,0.854,0.034
p31155,0.052,0.005,0.0,0.05,0.0,0.0,0.0,0.862,0.031
p31157,0.001,0.0,0.0,0.449,0.0,0.001,0.0,0.537,0.012
p31159,0.041,0.004,0.0,0.063,0.0,0.0,0.0,0.85,0.041
p31161,0.004,0.0,0.0,0.296,0.0,0.0,0.0,0.69,0.009
p31163,0.014,0.002,0.0,0.157,0.0,0.0,0.0,0.798,0.029
p31165,0.002,0.0,0.0,0.458,0.0,0.001,0.0,0.533,0.007
p31167,0.038,0.003,0.0,0.062,0.0,0.0,0.0,0.878,0.018
p31169,0.032,0.004,0.0,0.076,0.0,0.0,0.0,0.82,0.068
p31171,0.008,0.001,0.0,0.251,0.0,0.0,0.0,0.725,0.015
p31173,0.055,0.003,0.0,0.043,0.0,0.0,0.0,0.883,0.015
p31175,0.014,0.001,0.0,0.152,0.0,0.0,0.0,0.809,0.022
p31177,0.061,0.005,0.0,0.04,0.0,0.0,0.0,0.869,0.025
p31179,0.045,0.003,0.0,0.056,0.0,0.0,0.0,0.88,0.015
p31181,0.019,0.003,0.0,0.119,0.0,0.0,0.0,0.793,0.066
p31183,0.022,0.002,0.0,0.116,0.0,0.0,0.0,0.843,0.018
p31185,0.032,0.004,0.0,0.08,0.0,0.0,0.0,0.844,0.04
p32001,0.0,0.0,0.0,0.71,0.0,0.289,0.0,0.0,0.0
p32003,0.0,0.0,0.0,0.616,0.0,0.381,0.0,0.001,0.002
p32005,0.0,0.0,0.0,0.525,0.0,0.475,0.0,0.0,0.0
p32007,0.0,0.0,0.0,0.749,0.0,0.248,0.0,0.002,0.0
p32009,0.0,0.0,0.0,0.563,0.0,0.437,0.0,0.0,0.0
p32011,0.0,0.0,0.0,0.836,0.0,0.162,0.0,0.001,0.0
p32013,0.0,0.0,0.0,0.614,0.0,0.386,0.0,0.0,0.0
p32015,0.0,0.0,0.0,0.829,0.0,0.17,0.0,0.001,0.0
p32017,0.0,0.0,0.0,0.782,0.0,0.215,0.0,0.001,0.001
p32019,0.0,0.0,0.0,0.58,0.0,0.42,0.0,0.0,0.0
p32021,0.0,0.0,0.0,0.586,0.0,0.413,0.0,0.0,0.0
p32023,0.0,0.0,0.0,0.701,0.0,0.298,0.0,0.001,0.0
p32027,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0
p32029,0.0,0.0,0.0,0.564,0.0,0.436,0.0,0.0,0.0
p32031,0.0,0.0,0.0,0.544,0.0,0.456,0.0,0.0,0.0
p32033,0.0,0.0,0.0,0.9,0.0,0.096,0.0,0.002,0.001
p32510,0.0,0.0,0.0,0.535,0.0,0.465,0.0,0.0,0.0
p33001,0.006,0.001,0.277,0.0,0.697,0.0,0.019,0.0,0.0
p33003,0.005,0.0,0.251,0.0,0.728,0.0,0.015,0.0,0.0
p33005,0.008,0.001,0.357,0.0,0.603,0.0,0.031,0.0,0.0
p33007,0.005,0.0,0.264,0.0,0.722,0.0,0.009,0.0,0.0
p33009,0.007,0.001,0.307,0.0,0.67,0.0,0.016,0.0,0.0
p33011,0.007,0.001,0.299,0.0,0.664,0.0,0.029,0.0,0.0
p33013,0.007,0.001,0.3,0.0,0.669,0.0,0.023,0.0,0.0
p33015,0.006,0.001,0.239,0.0,0.73,0.0,0.025,0.0,0.0
p33017,0.005,0.001,0.237,0.0,0.736,0.0,0.02,0.0,0.0
