r,East_North_Central,East_South_Central,Mid_Atlantic,Mountain,New_England,Pacific,South_Atlantic,West_North_Central,West_South_Central
p01001,0.016,0.633,0.001,0.0,0.0,0.0,0.256,0.025,0.07
p01003,0.003,0.428,0.0,0.0,0.0,0.0,0.369,0.006,0.194
p01005,0.006,0.507,0.001,0.0,0.0,0.0,0.436,0.009,0.042
p01007,0.025,0.65,0.001,0.0,0.0,0.0,0.211,0.04,0.072
p01009,0.04,0.561,0.002,0.0,0.0,0.0,0.286,0.051,0.061
p01011,0.008,0.554,0.001,0.0,0.0,0.0,0.377,0.012,0.048
p01013,0.008,0.569,0.0,0.0,0.0,0.0,0.317,0.013,0.092
p01015,0.026,0.514,0.002,0.0,0.0,0.0,0.393,0.03,0.035
p01017,0.012,0.5,0.001,0.0,0.0,0.0,0.445,0.016,0.025
p01019,0.029,0.474,0.003,0.0,0.0,0.0,0.431,0.03,0.032
p01021,0.02,0.63,0.001,0.0,0.0,0.0,0.255,0.031,0.063
p01023,0.011,0.562,0.0,0.0,0.0,0.0,0.232,0.023,0.172
p01025,0.008,0.524,0.0,0.0,0.0,0.0,0.304,0.015,0.148
p01027,0.019,0.541,0.002,0.0,0.0,0.0,0.382,0.025,0.031
p01029,0.021,0.487,0.002,0.0,0.0,0.0,0.439,0.024,0.027
p01031,0.005,0.529,0.0,0.0,0.0,0.0,0.386,0.008,0.071
p01033,0.079,0.522,0.002,0.0,0.0,0.0,0.144,0.118,0.135
p01035,0.006,0.508,0.0,0.0,0.0,0.0,0.364,0.01,0.112
p01037,0.018,0.59,0.001,0.0,0.0,0.0,0.319,0.026,0.045
p01039,0.005,0.493,0.0,0.0,0.0,0.0,0.405,0.008,0.09
p01041,0.007,0.575,0.0,0.0,0.0,0.0,0.325,0.012,0.079
p01043,0.048,0.565,0.002,0.0,0.0,0.0,0.247,0.063,0.075
p01045,0.005,0.538,0.0,0.0,0.0,0.0,0.391,0.007,0.058
p01047,0.015,0.636,0.001,0.0,0.0,0.0,0.228,0.025,0.096
p01049,0.038,0.479,0.003,0.0,0.0,0.0,0.402,0.038,0.04
p01051,0.014,0.593,0.001,0.0,0.0,0.0,0.323,0.02,0.049
p01053,0.004,0.453,0.0,0.0,0.0,0.0,0.41,0.008,0.125
p01055,0.033,0.52,0.002,0.0,0.0,0.0,0.363,0.038,0.043
p01057,0.044,0.616,0.001,0.0,0.0,0.0,0.154,0.075,0.11
p01059,0.068,0.545,0.002,0.0,0.0,0.0,0.142,0.108,0.135
p01061,0.004,0.48,0.0,0.0,0.0,0.0,0.444,0.006,0.066
p01063,0.025,0.662,0.001,0.0,0.0,0.0,0.155,0.046,0.111
p01065,0.022,0.663,0.001,0.0,0.0,0.0,0.169,0.04,0.103
p01067,0.004,0.499,0.0,0.0,0.0,0.0,0.447,0.006,0.043
p01069,0.003,0.498,0.0,0.0,0.0,0.0,0.443,0.005,0.05
p01071,0.049,0.478,0.003,0.0,0.0,0.0,0.373,0.047,0.05
p01073,0.034,0.607,0.001,0.0,0.0,0.0,0.242,0.049,0.066
p01075,0.047,0.609,0.001,0.0,0.0,0.0,0.125,0.085,0.132
p01077,0.088,0.508,0.002,0.0,0.0,0.0,0.155,0.118,0.128
p01079,0.067,0.544,0.002,0.0,0.0,0.0,0.194,0.09,0.103
p01081,0.01,0.509,0.001,0.0,0.0,0.0,0.437,0.013,0.029
p01083,0.073,0.518,0.003,0.0,0.0,0.0,0.231,0.084,0.09
p01085,0.012,0.63,0.001,0.0,0.0,0.0,0.257,0.019,0.081
p01087,0.01,0.559,0.001,0.0,0.0,0.0,0.374,0.014,0.042
p01089,0.062,0.509,0.003,0.0,0.0,0.0,0.29,0.066,0.07
p01091,0.014,0.601,0.0,0.0,0.0,0.0,0.227,0.026,0.132
p01093,0.057,0.576,0.001,0.0,0.0,0.0,0.14,0.096,0.13
p01095,0.045,0.522,0.003,0.0,0.0,0.0,0.325,0.051,0.055
p01097,0.003,0.441,0.0,0.0,0.0,0.0,0.304,0.006,0.246
p01099,0.007,0.521,0.0,0.0,0.0,0.0,0.335,0.013,0.124
p01101,0.011,0.606,0.001,0.0,0.0,0.0,0.303,0.017,0.062
p01103,0.058,0.542,0.002,0.0,0.0,0.0,0.249,0.071,0.078
p01105,0.02,0.663,0.001,0.0,0.0,0.0,0.187,0.034,0.096
p01107,0.034,0.655,0.001,0.0,0.0,0.0,0.126,0.065,0.119
p01109,0.007,0.568,0.001,0.0,0.0,0.0,0.35,0.011,0.063
p01111,0.016,0.496,0.002,0.0,0.0,0.0,0.443,0.019,0.024
p01113,0.008,0.502,0.001,0.0,0.0,0.0,0.449,0.01,0.031
p01115,0.031,0.56,0.002,0.0,0.0,0.0,0.32,0.04,0.048
p01117,0.026,0.611,0.001,0.0,0.0,0.0,0.27,0.038,0.053
p01119,0.02,0.631,0.001,0.0,0.0,0.0,0.175,0.038,0.136
p01121,0.024,0.566,0.002,0.0,0.0,0.0,0.338,0.031,0.04
p01123,0.015,0.548,0.001,0.0,0.0,0.0,0.382,0.019,0.034
p01125,0.032,0.649,0.001,0.0,0.0,0.0,0.174,0.055,0.088
p01127,0.043,0.603,0.002,0.0,0.0,0.0,0.197,0.066,0.089
p01129,0.006,0.493,0.0,0.0,0.0,0.0,0.303,0.012,0.186
p01131,0.011,0.585,0.0,0.0,0.0,0.0,0.272,0.019,0.112
p01133,0.054,0.575,0.002,0.0,0.0,0.0,0.188,0.08,0.101
p04001,0.0,0.0,0.0,0.896,0.0,0.053,0.0,0.011,0.039
p04003,0.0,0.0,0.0,0.826,0.0,0.044,0.0,0.002,0.127
p04005,0.0,0.0,0.0,0.841,0.0,0.144,0.0,0.003,0.012
p04007,0.0,0.0,0.0,0.833,0.0,0.115,0.0,0.003,0.048
p04009,0.0,0.0,0.0,0.836,0.0,0.056,0.0,0.003,0.105
p04011,0.0,0.0,0.0,0.821,0.0,0.041,0.0,0.005,0.133
p04012,0.0,0.0,0.0,0.571,0.0,0.423,0.0,0.0,0.006
p04013,0.0,0.0,0.0,0.752,0.0,0.228,0.0,0.001,0.02
p04015,0.0,0.0,0.0,0.673,0.0,0.322,0.0,0.001,0.004
p04017,0.0,0.0,0.0,0.881,0.0,0.083,0.0,0.007,0.029
p04019,0.0,0.0,0.0,0.814,0.0,0.148,0.0,0.001,0.037
p04021,0.0,0.0,0.0,0.824,0.0,0.129,0.0,0.002,0.045
p04023,0.0,0.0,0.0,0.855,0.0,0.077,0.0,0.001,0.067
p04025,0.0,0.0,0.0,0.711,0.0,0.275,0.0,0.001,0.012
p04027,0.0,0.0,0.0,0.58,0.0,0.413,0.0,0.0,0.007
p05001,0.042,0.362,0.0,0.001,0.0,0.0,0.016,0.11,0.469
p05003,0.02,0.375,0.0,0.001,0.0,0.0,0.026,0.051,0.527
p05005,0.075,0.107,0.0,0.002,0.0,0.0,0.008,0.371,0.437
p05007,0.035,0.042,0.0,0.006,0.0,0.0,0.003,0.428,0.485
p05009,0.055,0.076,0.0,0.003,0.0,0.0,0.006,0.398,0.462
p05011,0.023,0.328,0.0,0.001,0.0,0.0,0.02,0.061,0.567
p05013,0.023,0.288,0.0,0.001,0.0,0.0,0.018,0.063,0.607
p05015,0.047,0.06,0.0,0.004,0.0,0.0,0.004,0.415,0.469
p05017,0.021,0.428,0.0,0.001,0.0,0.0,0.028,0.053,0.47
p05019,0.027,0.203,0.0,0.003,0.0,0.0,0.011,0.098,0.659
p05021,0.148,0.215,0.001,0.0,0.0,0.0,0.017,0.294,0.325
p05023,0.074,0.178,0.0,0.002,0.0,0.0,0.012,0.235,0.498
p05025,0.03,0.312,0.0,0.001,0.0,0.0,0.016,0.08,0.56
p05027,0.017,0.213,0.0,0.002,0.0,0.0,0.016,0.054,0.698
p05029,0.054,0.154,0.0,0.002,0.0,0.0,0.009,0.215,0.564
p05031,0.107,0.236,0.001,0.001,0.0,0.0,0.018,0.288,0.35
p05033,0.03,0.067,0.0,0.006,0.0,0.0,0.004,0.293,0.598
p05035,0.081,0.332,0.001,0.0,0.0,0.0,0.024,0.197,0.365
p05037,0.082,0.282,0.001,0.001,0.0,0.0,0.02,0.219,0.396
p05039,0.029,0.258,0.0,0.002,0.0,0.0,0.014,0.085,0.612
p05041,0.03,0.418,0.0,0.001,0.0,0.0,0.02,0.078,0.453
p05043,0.025,0.38,0.0,0.001,0.0,0.0,0.021,0.066,0.506
p05045,0.059,0.188,0.0,0.002,0.0,0.0,0.011,0.191,0.549
p05047,0.035,0.083,0.0,0.005,0.0,0.0,0.005,0.276,0.596
p05049,0.093,0.125,0.0,0.001,0.0,0.0,0.01,0.368,0.403
p05051,0.035,0.176,0.0,0.003,0.0,0.0,0.008,0.142,0.635
p05053,0.037,0.26,0.0,0.002,0.0,0.0,0.012,0.104,0.585
p05055,0.128,0.215,0.001,0.001,0.0,0.0,0.017,0.298,0.341
p05057,0.02,0.17,0.0,0.003,0.0,0.0,0.011,0.083,0.713
p05059,0.033,0.207,0.0,0.002,0.0,0.0,0.01,0.115,0.631
p05061,0.022,0.138,0.0,0.004,0.0,0.0,0.008,0.11,0.719
p05063,0.091,0.194,0.0,0.001,0.0,0.0,0.014,0.249,0.45
p05065,0.088,0.142,0.0,0.001,0.0,0.0,0.011,0.32,0.438
p05067,0.091,0.229,0.0,0.001,0.0,0.0,0.016,0.239,0.423
p05069,0.039,0.311,0.0,0.001,0.0,0.0,0.014,0.105,0.53
p05071,0.043,0.096,0.0,0.004,0.0,0.0,0.006,0.277,0.573
p05073,0.016,0.179,0.0,0.003,0.0,0.0,0.013,0.058,0.732
p05075,0.113,0.197,0.001,0.001,0.0,0.0,0.015,0.277,0.396
p05077,0.059,0.358,0.0,0.001,0.0,0.0,0.02,0.154,0.407
p05079,0.032,0.354,0.0,0.001,0.0,0.0,0.017,0.086,0.509
p05081,0.017,0.129,0.0,0.004,0.0,0.0,0.008,0.085,0.756
p05083,0.036,0.105,0.0,0.004,0.0,0.0,0.006,0.228,0.621
p05085,0.053,0.264,0.0,0.001,0.0,0.0,0.014,0.143,0.524
p05087,0.041,0.067,0.0,0.004,0.0,0.0,0.005,0.358,0.525
p05089,0.065,0.093,0.0,0.002,0.0,0.0,0.007,0.379,0.454
p05091,0.015,0.156,0.0,0.003,0.0,0.0,0.011,0.063,0.751
p05093,0.109,0.294,0.001,0.0,0.0,0.0,0.023,0.26,0.313
p05095,0.055,0.321,0.0,0.001,0.0,0.0,0.018,0.147,0.457
p05097,0.029,0.142,0.0,0.004,0.0,0.0,0.007,0.145,0.672
p05099,0.021,0.202,0.0,0.002,0.0,0.0,0.013,0.075,0.686
p05101,0.05,0.089,0.0,0.003,0.0,0.0,0.006,0.331,0.52
p05103,0.023,0.245,0.0,0.002,0.0,0.0,0.015,0.067,0.648
p05105,0.045,0.166,0.0,0.003,0.0,0.0,0.009,0.179,0.599
p05107,0.047,0.392,0.0,0.001,0.0,0.0,0.02,0.12,0.42
p05109,0.025,0.159,0.0,0.004,0.0,0.0,0.009,0.112,0.692
p05111,0.094,0.268,0.001,0.001,0.0,0.0,0.019,0.253,0.365
p05113,0.023,0.11,0.0,0.005,0.0,0.0,0.006,0.147,0.708
p05115,0.05,0.123,0.0,0.003,0.0,0.0,0.008,0.249,0.566
p05117,0.059,0.276,0.0,0.001,0.0,0.0,0.016,0.158,0.49
p05119,0.049,0.229,0.0,0.002,0.0,0.0,0.012,0.146,0.563
p05121,0.124,0.172,0.001,0.001,0.0,0.0,0.014,0.323,0.365
p05123,0.069,0.33,0.0,0.001,0.0,0.0,0.02,0.181,0.398
p05125,0.042,0.208,0.0,0.002,0.0,0.0,0.01,0.141,0.597
p05127,0.028,0.105,0.0,0.005,0.0,0.0,0.005,0.186,0.67
p05129,0.063,0.112,0.0,0.002,0.0,0.0,0.008,0.315,0.499
p05131,0.028,0.081,0.0,0.006,0.0,0.0,0.004,0.234,0.646
p05133,0.019,0.124,0.0,0.005,0.0,0.0,0.007,0.105,0.739
p05135,0.104,0.161,0.001,0.001,0.0,0.0,0.012,0.313,0.408
p05137,0.077,0.145,0.0,0.002,0.0,0.0,0.01,0.289,0.476
p05139,0.018,0.277,0.0,0.001,0.0,0.0,0.02,0.049,0.633
p05141,0.063,0.144,0.0,0.002,0.0,0.0,0.01,0.256,0.524
p05143,0.034,0.054,0.0,0.006,0.0,0.0,0.004,0.361,0.542
p05145,0.072,0.227,0.0,0.001,0.0,0.0,0.014,0.188,0.497
p05147,0.074,0.268,0.0,0.001,0.0,0.0,0.017,0.198,0.442
p05149,0.038,0.132,0.0,0.004,0.0,0.0,0.007,0.194,0.625
p06001,0.0,0.0,0.0,0.183,0.0,0.817,0.0,0.0,0.0
p06003,0.0,0.0,0.0,0.461,0.0,0.539,0.0,0.0,0.0
p06005,0.0,0.0,0.0,0.364,0.0,0.636,0.0,0.0,0.0
p06007,0.0,0.0,0.0,0.297,0.0,0.703,0.0,0.0,0.0
p06009,0.0,0.0,0.0,0.341,0.0,0.659,0.0,0.0,0.0
p06011,0.0,0.0,0.0,0.23,0.0,0.77,0.0,0.0,0.0
p06013,0.0,0.0,0.0,0.204,0.0,0.796,0.0,0.0,0.0
p06015,0.0,0.0,0.0,0.113,0.0,0.887,0.0,0.0,0.0
p06017,0.0,0.0,0.0,0.417,0.0,0.583,0.0,0.0,0.0
p06019,0.0,0.0,0.0,0.247,0.0,0.753,0.0,0.0,0.0
p06021,0.0,0.0,0.0,0.216,0.0,0.784,0.0,0.0,0.0
p06023,0.0,0.0,0.0,0.111,0.0,0.889,0.0,0.0,0.0
p06025,0.0,0.0,0.0,0.402,0.0,0.595,0.0,0.0,0.003
p06027,0.0,0.0,0.0,0.414,0.0,0.586,0.0,0.0,0.0
p06029,0.0,0.0,0.0,0.179,0.0,0.821,0.0,0.0,0.0
p06031,0.0,0.0,0.0,0.174,0.0,0.826,0.0,0.0,0.0
p06033,0.0,0.0,0.0,0.183,0.0,0.817,0.0,0.0,0.0
p06035,0.0,0.0,0.0,0.422,0.0,0.578,0.0,0.0,0.0
p06037,0.0,0.0,0.0,0.123,0.0,0.876,0.0,0.0,0.001
p06039,0.0,0.0,0.0,0.289,0.0,0.711,0.0,0.0,0.0
p06041,0.0,0.0,0.0,0.157,0.0,0.843,0.0,0.0,0.0
p06043,0.0,0.0,0.0,0.32,0.0,0.68,0.0,0.0,0.0
p06045,0.0,0.0,0.0,0.136,0.0,0.864,0.0,0.0,0.0
p06047,0.0,0.0,0.0,0.216,0.0,0.784,0.0,0.0,0.0
p06049,0.0,0.0,0.0,0.406,0.0,0.594,0.0,0.0,0.0
p06051,0.0,0.0,0.0,0.461,0.0,0.539,0.0,0.0,0.0
p06053,0.0,0.0,0.0,0.113,0.0,0.886,0.0,0.0,0.0
p06055,0.0,0.0,0.0,0.209,0.0,0.791,0.0,0.0,0.0
p06057,0.0,0.0,0.0,0.398,0.0,0.602,0.0,0.0,0.0
p06059,0.0,0.0,0.0,0.14,0.0,0.858,0.0,0.0,0.001
p06061,0.0,0.0,0.0,0.404,0.0,0.596,0.0,0.0,0.0
p06063,0.0,0.0,0.0,0.389,0.0,0.611,0.0,0.0,0.0
p06065,0.0,0.0,0.0,0.311,0.0,0.687,0.0,0.0,0.002
p06067,0.0,0.0,0.0,0.299,0.0,0.701,0.0,0.0,0.0
p06069,0.0,0.0,0.0,0.147,0.0,0.853,0.0,0.0,0.0
p06071,0.0,0.0,0.0,0.323,0.0,0.675,0.0,0.0,0.002
p06073,0.0,0.0,0.0,0.229,0.0,0.769,0.0,0.0,0.002
p06075,0.0,0.0,0.0,0.153,0.0,0.847,0.0,0.0,0.0
p06077,0.0,0.0,0.0,0.253,0.0,0.747,0.0,0.0,0.0
p06079,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0
p06081,0.0,0.0,0.0,0.144,0.0,0.856,0.0,0.0,0.0
p06083,0.0,0.0,0.0,0.076,0.0,0.924,0.0,0.0,0.0
p06085,0.0,0.0,0.0,0.162,0.0,0.838,0.0,0.0,0.0
p06087,0.0,0.0,0.0,0.132,0.0,0.868,0.0,0.0,0.0
p06089,0.0,0.0,0.0,0.253,0.0,0.747,0.0,0.0,0.0
p06091,0.0,0.0,0.0,0.431,0.0,0.569,0.0,0.0,0.0
p06093,0.0,0.0,0.0,0.209,0.0,0.79,0.0,0.0,0.0
p06095,0.0,0.0,0.0,0.23,0.0,0.77,0.0,0.0,0.0
p06097,0.0,0.0,0.0,0.163,0.0,0.837,0.0,0.0,0.0
p06099,0.0,0.0,0.0,0.233,0.0,0.767,0.0,0.0,0.0
p06101,0.0,0.0,0.0,0.285,0.0,0.715,0.0,0.0,0.0
p06103,0.0,0.0,0.0,0.232,0.0,0.768,0.0,0.0,0.0
p06105,0.0,0.0,0.0,0.161,0.0,0.839,0.0,0.0,0.0
p06107,0.0,0.0,0.0,0.255,0.0,0.744,0.0,0.0,0.0
p06109,0.0,0.0,0.0,0.372,0.0,0.628,0.0,0.0,0.0
p06111,0.0,0.0,0.0,0.097,0.0,0.902,0.0,0.0,0.0
p06113,0.0,0.0,0.0,0.256,0.0,0.744,0.0,0.0,0.0
p06115,0.0,0.0,0.0,0.325,0.0,0.675,0.0,0.0,0.0
p08001,0.001,0.0,0.0,0.666,0.0,0.001,0.0,0.271,0.062
p08003,0.0,0.0,0.0,0.753,0.0,0.003,0.0,0.094,0.149
p08005,0.001,0.0,0.0,0.688,0.0,0.001,0.0,0.235,0.076
p08007,0.0,0.0,0.0,0.852,0.0,0.008,0.0,0.052,0.088
p08009,0.001,0.0,0.0,0.396,0.0,0.0,0.0,0.296,0.307
p08011,0.001,0.0,0.0,0.49,0.0,0.0,0.0,0.277,0.231
p08013,0.0,0.0,0.0,0.696,0.0,0.001,0.0,0.257,0.045
p08014,0.0,0.0,0.0,0.688,0.0,0.001,0.0,0.258,0.052
p08015,0.0,0.0,0.0,0.812,0.0,0.003,0.0,0.098,0.087
p08017,0.001,0.0,0.0,0.505,0.0,0.0,0.0,0.373,0.12
p08019,0.0,0.0,0.0,0.745,0.0,0.001,0.0,0.196,0.058
p08021,0.0,0.0,0.0,0.786,0.0,0.005,0.0,0.077,0.131
p08023,0.0,0.0,0.0,0.71,0.0,0.003,0.0,0.107,0.18
p08025,0.001,0.0,0.0,0.584,0.0,0.001,0.0,0.225,0.189
p08027,0.0,0.0,0.0,0.73,0.0,0.002,0.0,0.117,0.151
p08029,0.0,0.0,0.0,0.888,0.0,0.007,0.0,0.063,0.042
p08031,0.001,0.0,0.0,0.696,0.0,0.001,0.0,0.239,0.063
p08033,0.0,0.0,0.0,0.917,0.0,0.016,0.0,0.027,0.04
p08035,0.001,0.0,0.0,0.729,0.0,0.001,0.0,0.181,0.088
p08037,0.0,0.0,0.0,0.814,0.0,0.003,0.0,0.138,0.045
p08039,0.001,0.0,0.0,0.678,0.0,0.001,0.0,0.219,0.101
p08041,0.001,0.0,0.0,0.689,0.0,0.001,0.0,0.178,0.13
p08043,0.0,0.0,0.0,0.753,0.0,0.002,0.0,0.117,0.127
p08045,0.0,0.0,0.0,0.88,0.0,0.005,0.0,0.085,0.03
p08047,0.0,0.0,0.0,0.726,0.0,0.001,0.0,0.22,0.052
p08049,0.0,0.0,0.0,0.755,0.0,0.002,0.0,0.205,0.039
p08051,0.0,0.0,0.0,0.855,0.0,0.005,0.0,0.075,0.064
p08053,0.0,0.0,0.0,0.871,0.0,0.008,0.0,0.047,0.073
p08055,0.0,0.0,0.0,0.668,0.0,0.002,0.0,0.132,0.198
p08057,0.0,0.0,0.0,0.754,0.0,0.003,0.0,0.218,0.025
p08059,0.0,0.0,0.0,0.729,0.0,0.001,0.0,0.202,0.068
p08061,0.001,0.0,0.0,0.497,0.0,0.0,0.0,0.339,0.162
p08063,0.001,0.0,0.0,0.524,0.0,0.0,0.0,0.388,0.086
p08065,0.0,0.0,0.0,0.808,0.0,0.003,0.0,0.124,0.065
p08067,0.0,0.0,0.0,0.893,0.0,0.013,0.0,0.035,0.059
p08069,0.0,0.0,0.0,0.667,0.0,0.001,0.0,0.303,0.028
p08071,0.0,0.0,0.0,0.537,0.0,0.001,0.0,0.176,0.286
p08073,0.001,0.0,0.0,0.603,0.0,0.001,0.0,0.271,0.124
p08075,0.001,0.0,0.0,0.538,0.0,0.0,0.0,0.432,0.029
p08077,0.0,0.0,0.0,0.908,0.0,0.009,0.0,0.053,0.03
p08079,0.0,0.0,0.0,0.847,0.0,0.007,0.0,0.056,0.089
p08081,0.0,0.0,0.0,0.881,0.0,0.008,0.0,0.096,0.016
p08083,0.0,0.0,0.0,0.918,0.0,0.019,0.0,0.024,0.04
p08085,0.0,0.0,0.0,0.907,0.0,0.01,0.0,0.043,0.04
p08087,0.001,0.0,0.0,0.611,0.0,0.001,0.0,0.342,0.045
p08089,0.001,0.0,0.0,0.542,0.0,0.001,0.0,0.215,0.241
p08091,0.0,0.0,0.0,0.892,0.0,0.009,0.0,0.044,0.054
p08093,0.0,0.0,0.0,0.777,0.0,0.002,0.0,0.138,0.083
p08095,0.002,0.0,0.0,0.523,0.0,0.0,0.0,0.444,0.031
p08097,0.0,0.0,0.0,0.839,0.0,0.004,0.0,0.105,0.052
p08099,0.001,0.0,0.0,0.435,0.0,0.0,0.0,0.359,0.205
p08101,0.0,0.0,0.0,0.646,0.0,0.001,0.0,0.166,0.186
p08103,0.0,0.0,0.0,0.887,0.0,0.007,0.0,0.084,0.022
p08105,0.0,0.0,0.0,0.807,0.0,0.005,0.0,0.072,0.116
p08107,0.0,0.0,0.0,0.809,0.0,0.004,0.0,0.162,0.025
p08109,0.0,0.0,0.0,0.809,0.0,0.004,0.0,0.078,0.108
p08111,0.0,0.0,0.0,0.889,0.0,0.01,0.0,0.039,0.061
p08113,0.0,0.0,0.0,0.913,0.0,0.013,0.0,0.033,0.041
p08115,0.002,0.0,0.0,0.511,0.0,0.0,0.0,0.463,0.024
p08117,0.0,0.0,0.0,0.778,0.0,0.002,0.0,0.167,0.053
p08119,0.0,0.0,0.0,0.749,0.0,0.002,0.0,0.137,0.112
p08121,0.001,0.0,0.0,0.61,0.0,0.0,0.0,0.329,0.059
p08123,0.001,0.0,0.0,0.578,0.0,0.001,0.0,0.389,0.032
p08125,0.002,0.0,0.0,0.522,0.0,0.0,0.0,0.427,0.049
p09110,0.009,0.001,0.352,0.0,0.573,0.0,0.064,0.0,0.0
p09120,0.01,0.002,0.422,0.0,0.471,0.0,0.095,0.0,0.0
p09130,0.008,0.001,0.421,0.0,0.503,0.0,0.068,0.0,0.0
p09140,0.01,0.002,0.401,0.0,0.506,0.0,0.081,0.0,0.0
p09150,0.007,0.001,0.376,0.0,0.566,0.0,0.05,0.0,0.0
p09160,0.011,0.002,0.426,0.0,0.493,0.0,0.068,0.0,0.0
p09170,0.009,0.002,0.425,0.0,0.485,0.0,0.08,0.0,0.0
p09180,0.006,0.001,0.431,0.0,0.505,0.0,0.056,0.0,0.0
p09190,0.011,0.002,0.436,0.0,0.455,0.0,0.095,0.0,0.0
p10001,0.026,0.011,0.409,0.0,0.08,0.0,0.473,0.0,0.0
p10003,0.029,0.01,0.422,0.0,0.096,0.0,0.443,0.0,0.0
p10005,0.023,0.011,0.406,0.0,0.066,0.0,0.494,0.0,0.0
p11001,0.065,0.03,0.295,0.0,0.049,0.0,0.56,0.001,0.0
p12001,0.001,0.125,0.0,0.0,0.0,0.0,0.856,0.001,0.016
p12003,0.002,0.146,0.001,0.0,0.0,0.0,0.835,0.002,0.015
p12005,0.002,0.308,0.0,0.0,0.0,0.0,0.6,0.003,0.086
p12007,0.001,0.126,0.0,0.0,0.0,0.0,0.857,0.001,0.015
p12009,0.0,0.033,0.0,0.0,0.0,0.0,0.961,0.0,0.005
p12011,0.0,0.009,0.0,0.0,0.0,0.0,0.988,0.0,0.003
p12013,0.002,0.361,0.0,0.0,0.0,0.0,0.571,0.003,0.062
p12015,0.0,0.025,0.0,0.0,0.0,0.0,0.966,0.0,0.009
p12017,0.001,0.096,0.0,0.0,0.0,0.0,0.885,0.001,0.018
p12019,0.001,0.109,0.0,0.0,0.0,0.0,0.876,0.001,0.012
p12021,0.0,0.012,0.0,0.0,0.0,0.0,0.982,0.0,0.005
p12023,0.001,0.167,0.0,0.0,0.0,0.0,0.811,0.002,0.018
p12027,0.0,0.028,0.0,0.0,0.0,0.0,0.963,0.0,0.008
p12029,0.001,0.169,0.0,0.0,0.0,0.0,0.803,0.001,0.026
p12031,0.002,0.106,0.001,0.0,0.0,0.0,0.88,0.001,0.011
p12033,0.003,0.401,0.0,0.0,0.0,0.0,0.43,0.005,0.161
p12035,0.001,0.07,0.0,0.0,0.0,0.0,0.919,0.001,0.009
p12037,0.002,0.258,0.0,0.0,0.0,0.0,0.679,0.002,0.058
p12039,0.002,0.381,0.0,0.0,0.0,0.0,0.57,0.003,0.042
p12041,0.001,0.154,0.0,0.0,0.0,0.0,0.822,0.001,0.02
p12043,0.0,0.019,0.0,0.0,0.0,0.0,0.975,0.0,0.006
p12045,0.002,0.273,0.0,0.0,0.0,0.0,0.648,0.003,0.074
p12047,0.002,0.206,0.001,0.0,0.0,0.0,0.768,0.002,0.021
p12049,0.0,0.034,0.0,0.0,0.0,0.0,0.957,0.0,0.009
p12051,0.0,0.015,0.0,0.0,0.0,0.0,0.98,0.0,0.005
p12053,0.001,0.08,0.0,0.0,0.0,0.0,0.903,0.001,0.016
p12055,0.0,0.026,0.0,0.0,0.0,0.0,0.967,0.0,0.007
p12057,0.0,0.052,0.0,0.0,0.0,0.0,0.934,0.0,0.014
p12059,0.003,0.439,0.0,0.0,0.0,0.0,0.483,0.005,0.07
p12061,0.0,0.023,0.0,0.0,0.0,0.0,0.972,0.0,0.005
p12063,0.003,0.433,0.0,0.0,0.0,0.0,0.507,0.004,0.052
p12065,0.002,0.295,0.0,0.0,0.0,0.0,0.667,0.003,0.033
p12067,0.001,0.198,0.0,0.0,0.0,0.0,0.774,0.002,0.025
p12069,0.001,0.064,0.0,0.0,0.0,0.0,0.924,0.001,0.011
p12071,0.0,0.02,0.0,0.0,0.0,0.0,0.972,0.0,0.008
p12073,0.002,0.337,0.0,0.0,0.0,0.0,0.62,0.003,0.038
p12075,0.001,0.128,0.0,0.0,0.0,0.0,0.849,0.001,0.021
p12077,0.002,0.335,0.0,0.0,0.0,0.0,0.605,0.003,0.055
p12079,0.002,0.254,0.0,0.0,0.0,0.0,0.714,0.002,0.027
p12081,0.0,0.04,0.0,0.0,0.0,0.0,0.946,0.0,0.013
p12083,0.001,0.091,0.0,0.0,0.0,0.0,0.893,0.001,0.013
p12085,0.0,0.015,0.0,0.0,0.0,0.0,0.981,0.0,0.004
p12086,0.0,0.007,0.0,0.0,0.0,0.0,0.991,0.0,0.002
p12087,0.0,0.006,0.0,0.0,0.0,0.0,0.99,0.0,0.003
p12089,0.002,0.118,0.001,0.0,0.0,0.0,0.867,0.002,0.011
p12091,0.003,0.372,0.0,0.0,0.0,0.0,0.499,0.005,0.12
p12093,0.0,0.022,0.0,0.0,0.0,0.0,0.972,0.0,0.005
p12095,0.0,0.048,0.0,0.0,0.0,0.0,0.943,0.0,0.008
p12097,0.0,0.036,0.0,0.0,0.0,0.0,0.957,0.0,0.007
p12099,0.0,0.012,0.0,0.0,0.0,0.0,0.984,0.0,0.003
p12101,0.0,0.069,0.0,0.0,0.0,0.0,0.914,0.001,0.016
p12103,0.0,0.059,0.0,0.0,0.0,0.0,0.922,0.001,0.017
p12105,0.0,0.042,0.0,0.0,0.0,0.0,0.948,0.0,0.009
p12107,0.001,0.092,0.0,0.0,0.0,0.0,0.894,0.001,0.011
p12109,0.001,0.085,0.0,0.0,0.0,0.0,0.903,0.001,0.01
p12111,0.0,0.018,0.0,0.0,0.0,0.0,0.977,0.0,0.004
